2024-12-26 13.14.42; Inicio de Ejecución BotUpdateCanal
2024-12-26 13:15:10; El iturriapp no esta pidiendo cambio de contraseña
2024-12-26 13:15:41; Fin del robot del robot WebIturri y se descargo completo el reporte
2024-12-26 13:15:41; Procesando las Dams e ingresar a la web sunat
2024-12-26 13:16:39; Dam 23100 aun no tiene CANAL
2024-12-26 13:16:57; Dam 3329 aun no tiene CANAL
2024-12-26 13:16:58; 52259 Ya esta registrado en la DB
2024-12-26 13:16:58; 34456 Ya esta registrado en la DB
2024-12-26 13:16:58; 34459 Ya esta registrado en la DB
2024-12-26 13:16:58; 23077 Ya esta registrado en la DB
2024-12-26 13:16:58; 34676 Ya esta registrado en la DB
2024-12-26 13:16:58; 9204 Ya esta registrado en la DB
2024-12-26 13:18:11; Dam 23103 aun no tiene CANAL
2024-12-26 13:18:29; Dam 23104 aun no tiene CANAL
2024-12-26 13:18:30; 22810 Ya esta registrado en la DB
2024-12-26 13:18:30; 35161 Ya esta registrado en la DB
2024-12-26 13:18:30; 9207 Ya esta registrado en la DB
2024-12-26 13:18:30; 9206 Ya esta registrado en la DB
2024-12-26 13:18:30; 35152 Ya esta registrado en la DB
2024-12-26 13:18:47; Dam 23192 aun no tiene CANAL
2024-12-26 13:18:48; 23190 Ya esta registrado en la DB
2024-12-26 13:18:48; 23271 Ya esta registrado en la DB
2024-12-26 13:18:48; 23361 Ya esta registrado en la DB
2024-12-26 13:18:48; 52845 Ya esta registrado en la DB
2024-12-26 13:19:04; Dam 53025 aun no tiene CANAL
2024-12-26 13:19:05; 53557 Ya esta registrado en la DB
2024-12-26 13:19:06; 51839 Ya esta registrado en la DB
2024-12-26 13:19:13; se cerro la pagina de SUNAT con éxito
2024-12-26 13:19:51; El iturriapp no esta pidiendo cambio de contraseña
2024-12-26 13:21:18; se encontró el archivo reporte en C:/BOT-LIQUIDACION/BotUpdateCanal/Recursos/ExcelconDatos
2024-12-26 13:21:25; Se envió el correo con éxito
2024-12-26 13:21:30;  Archivo REPORTE_RCE_ENVIADOS 25-11-2024 al 25-12-2024 (2)_20241226_1321.xlsx se ha validado como completado y se
ha movido a la ruta  C:/BOT-LIQUIDACION/BotUpdateCanal/Recursos/Archivos Procesados
2024-12-26 13:21:30; Fin del robot  BotUpdateCanal
