2024-12-25 23.14.38; Inicio de Ejecución BotUpdateCanal
2024-12-25 23:15:07; El iturriapp no esta pidiendo cambio de contraseña
2024-12-25 23:15:37; Fin del robot del robot WebIturri y se descargo completo el reporte
2024-12-25 23:15:38; Procesando las Dams e ingresar a la web sunat
2024-12-25 23:16:19; 23361 Ya esta registrado en la DB
2024-12-25 23:16:35; Dam 35145 aun no tiene CANAL
2024-12-25 23:16:53; Dam 23192 aun no tiene CANAL
2024-12-25 23:17:10; Dam 23100 aun no tiene CANAL
2024-12-25 23:17:28; Dam 23104 aun no tiene CANAL
2024-12-25 23:17:45; Dam 23103 aun no tiene CANAL
2024-12-25 23:18:03; Dam 23106 aun no tiene CANAL
2024-12-25 23:18:20; Dam 3329 aun no tiene CANAL
2024-12-25 23:18:38; Dam 53025 aun no tiene CANAL
2024-12-25 23:18:46; se cerro la pagina de SUNAT con éxito
2024-12-25 23:18:52; No se pudo encontrar datos a procesar
