2024-09-30 12.49.16; Inicio de Ejecución BotUpdateCanal
2024-09-30 12:49:43; El iturriapp no esta pidiendo cambio de contraseña
2024-09-30 12:50:14; Fin del robot del robot WebIturri y se descargo completo el reporte
2024-09-30 12:50:16; Procesando las Dams e ingresar a la web sunat
2024-09-30 12:51:15; Dam 12887 aun no tiene CANAL
2024-09-30 12:51:33; Dam 12888 aun no tiene CANAL
2024-09-30 12:51:50; Dam 12894 aun no tiene CANAL
2024-09-30 12:52:07; Dam 12874 aun no tiene CANAL
2024-09-30 12:52:59; Dam 103126 aun no tiene CANAL
2024-09-30 12:53:16; Dam 23966 aun no tiene CANAL
2024-09-30 12:53:33; Dam 12716 aun no tiene CANAL
2024-09-30 12:53:50; Dam 12717 aun no tiene CANAL
2024-09-30 12:54:07; Dam 12715 aun no tiene CANAL
2024-09-30 12:54:24; Dam 12718 aun no tiene CANAL
2024-09-30 12:54:43; Dam 102799 aun no tiene CANAL
2024-09-30 12:55:00; Dam 2743 aun no tiene CANAL
2024-09-30 12:55:17; Dam 12624 aun no tiene CANAL
2024-09-30 12:55:34; Dam 102896 aun no tiene CANAL
2024-09-30 12:55:51; Dam 102897 aun no tiene CANAL
2024-09-30 12:56:08; Dam 12872 aun no tiene CANAL
2024-09-30 12:56:25; Dam 12565 aun no tiene CANAL
2024-09-30 12:56:43; Dam 12566 aun no tiene CANAL
2024-09-30 12:57:00; Dam 12568 aun no tiene CANAL
2024-09-30 12:57:17; Dam 12569 aun no tiene CANAL
2024-09-30 12:57:34; Dam 12623 aun no tiene CANAL
2024-09-30 12:57:52; Dam 12466 aun no tiene CANAL
2024-09-30 12:58:09; Dam 12467 aun no tiene CANAL
2024-09-30 12:58:26; Dam 12468 aun no tiene CANAL
2024-09-30 12:58:50; Dam 2693 aun no tiene CANAL
2024-09-30 12:59:07; Dam 13013 aun no tiene CANAL
2024-09-30 12:59:24; Dam 13014 aun no tiene CANAL
2024-09-30 12:59:33; se cerro la pagina de SUNAT con éxito
2024-09-30 13:00:07; El iturriapp no esta pidiendo cambio de contraseña
2024-09-30 13:00:46; No salió la alerta de guardar cambios del BK 751400055813.0
2024-09-30 13:00:58; se encontró el archivo reporte en C:/BOT-LIQUIDACION/BotUpdateCanal/Recursos/ExcelconDatos
2024-09-30 13:01:07; Se envió el correo con éxito
2024-09-30 13:01:14;  Archivo REPORTE_RCE_ENVIADOS 20-09-2024 al 30-09-2024_20240930_1301.xlsx se ha validado como completado y se
ha movido a la ruta  C:/BOT-LIQUIDACION/BotUpdateCanal/Recursos/Archivos Procesados
2024-09-30 13:01:14; Fin del robot  BotUpdateCanal
