2024-12-27 07.14.41; Inicio de Ejecución BotUpdateCanal
2024-12-27 07:15:10; El iturriapp no esta pidiendo cambio de contraseña
2024-12-27 07:15:40; Fin del robot del robot WebIturri y se descargo completo el reporte
2024-12-27 07:15:40; Procesando las Dams e ingresar a la web sunat
2024-12-27 07:16:21; 23361 Ya esta registrado en la DB
2024-12-27 07:16:21; 35145 Ya esta registrado en la DB
2024-12-27 07:16:38; Dam 23192 aun no tiene CANAL
2024-12-27 07:16:39; 23100 Ya esta registrado en la DB
2024-12-27 07:16:39; 23104 Ya esta registrado en la DB
2024-12-27 07:16:39; 23103 Ya esta registrado en la DB
2024-12-27 07:16:39; 23106 Ya esta registrado en la DB
2024-12-27 07:16:39; 34459 Ya esta registrado en la DB
2024-12-27 07:16:39; 34456 Ya esta registrado en la DB
2024-12-27 07:16:56; Dam 3329 aun no tiene CANAL
2024-12-27 07:16:57; 53025 Ya esta registrado en la DB
2024-12-27 07:17:04; se cerro la pagina de SUNAT con éxito
2024-12-27 07:17:09; No se pudo encontrar datos a procesar
