2024-12-25 11.14.37; Inicio de Ejecución BotUpdateCanal
2024-12-25 11:15:05; El iturriapp no esta pidiendo cambio de contraseña
2024-12-25 11:15:35; Fin del robot del robot WebIturri y se descargo completo el reporte
2024-12-25 11:15:36; Procesando las Dams e ingresar a la web sunat
2024-12-25 11:16:34; Dam 35334 aun no tiene CANAL
2024-12-25 11:16:52; Dam 3329 aun no tiene CANAL
2024-12-25 11:17:09; Dam 34456 aun no tiene CANAL
2024-12-25 11:17:26; Dam 34459 aun no tiene CANAL
2024-12-25 11:17:28; 9204 Ya esta registrado en la DB
2024-12-25 11:17:44; Dam 23106 aun no tiene CANAL
2024-12-25 11:18:02; Dam 23103 aun no tiene CANAL
2024-12-25 11:18:19; Dam 23104 aun no tiene CANAL
2024-12-25 11:18:37; Dam 23100 aun no tiene CANAL
2024-12-25 11:18:54; Dam 52845 aun no tiene CANAL
2024-12-25 11:18:55; 9207 Ya esta registrado en la DB
2024-12-25 11:19:12; Dam 35152 aun no tiene CANAL
2024-12-25 11:19:29; Dam 23192 aun no tiene CANAL
2024-12-25 11:19:47; Dam 23190 aun no tiene CANAL
2024-12-25 11:20:04; Dam 23271 aun no tiene CANAL
2024-12-25 11:20:05; 23361 Ya esta registrado en la DB
2024-12-25 11:20:05; 9206 Ya esta registrado en la DB
2024-12-25 11:20:22; Dam 22810 aun no tiene CANAL
2024-12-25 11:20:39; Dam 53025 aun no tiene CANAL
2024-12-25 11:20:57; Dam 53557 aun no tiene CANAL
2024-12-25 11:20:58; 51839 Ya esta registrado en la DB
2024-12-25 11:21:05; se cerro la pagina de SUNAT con éxito
2024-12-25 11:21:11; No se pudo encontrar datos a procesar
