2024-12-19 11.07.35; Inicio de Ejecución BotUpdateCanal
2024-12-19 11:08:04; El iturriapp no esta pidiendo cambio de contraseña
2024-12-19 11:08:35; Fin del robot del robot WebIturri y se descargo completo el reporte
2024-12-19 11:08:35; Procesando las Dams e ingresar a la web sunat
2024-12-19 11:09:42; Dam 33667 aun no tiene CANAL
2024-12-19 11:10:01; Dam 22340 aun no tiene CANAL
2024-12-19 11:10:19; Dam 33388 aun no tiene CANAL
2024-12-19 11:10:20; 33387 Ya esta registrado en la DB
2024-12-19 11:11:07; Dam 33263 aun no tiene CANAL
2024-12-19 11:12:01; Dam 33259 aun no tiene CANAL
2024-12-19 11:12:19; Dam 33258 aun no tiene CANAL
2024-12-19 11:13:38; Dam 22457 aun no tiene CANAL
2024-12-19 11:13:56; Dam 22126 aun no tiene CANAL
2024-12-19 11:14:14; Dam 22475 aun no tiene CANAL
2024-12-19 11:14:16; 22474 Ya esta registrado en la DB
2024-12-19 11:14:16; 50100 Ya esta registrado en la DB
2024-12-19 11:14:16; 50102 Ya esta registrado en la DB
2024-12-19 11:14:16; 50101 Ya esta registrado en la DB
2024-12-19 11:16:09; Dam 22808 aun no tiene CANAL
2024-12-19 11:16:27; Dam 22723 aun no tiene CANAL
2024-12-19 11:16:45; Dam 33682 aun no tiene CANAL
2024-12-19 11:17:04; Dam 22830 aun no tiene CANAL
2024-12-19 11:17:06; 33680 Ya esta registrado en la DB
2024-12-19 11:17:06; 33664 Ya esta registrado en la DB
2024-12-19 11:17:58; Dam 33668 aun no tiene CANAL
2024-12-19 11:18:17; Dam 22815 aun no tiene CANAL
2024-12-19 11:18:35; Dam 33671 aun no tiene CANAL
2024-12-19 11:18:53; Dam 22814 aun no tiene CANAL
2024-12-19 11:19:11; Dam 22813 aun no tiene CANAL
2024-12-19 11:19:48; 33666 Ya esta registrado en la DB
2024-12-19 11:19:48; 33674 Ya esta registrado en la DB
2024-12-19 11:20:54; 51507 Ya esta registrado en la DB
2024-12-19 11:20:54; 22888 Ya esta registrado en la DB
2024-12-19 11:20:54; 51324 Ya esta registrado en la DB
2024-12-19 11:20:54; 51242 Ya esta registrado en la DB
2024-12-19 11:20:54; 51244 Ya esta registrado en la DB
2024-12-19 11:20:54; 51326 Ya esta registrado en la DB
2024-12-19 11:20:54; 51325 Ya esta registrado en la DB
2024-12-19 11:21:25; 51269 Ya esta registrado en la DB
2024-12-19 11:21:25; 50964 Ya esta registrado en la DB
2024-12-19 11:21:25; 50673 Ya esta registrado en la DB
2024-12-19 11:21:25; 22790 Ya esta registrado en la DB
2024-12-19 11:21:25; 51240 Ya esta registrado en la DB
2024-12-19 11:21:42; Dam 50674 aun no tiene CANAL
2024-12-19 11:21:43; 51243 Ya esta registrado en la DB
2024-12-19 11:21:43; 51319 Ya esta registrado en la DB
2024-12-19 11:21:43; 51088 Ya esta registrado en la DB
2024-12-19 11:21:43; 51282 Ya esta registrado en la DB
2024-12-19 11:21:43; 51321 Ya esta registrado en la DB
2024-12-19 11:21:44; 51514 Ya esta registrado en la DB
2024-12-19 11:21:44; 51462 Ya esta registrado en la DB
2024-12-19 11:21:44; 51461 Ya esta registrado en la DB
2024-12-19 11:21:44; 51459 Ya esta registrado en la DB
2024-12-19 11:21:44; 51502 Ya esta registrado en la DB
2024-12-19 11:22:01; Dam 51501 aun no tiene CANAL
2024-12-19 11:22:03; 51504 Ya esta registrado en la DB
2024-12-19 11:22:19; Dam 51503 aun no tiene CANAL
2024-12-19 11:22:21; 51555 Ya esta registrado en la DB
2024-12-19 11:22:21; 51539 Ya esta registrado en la DB
2024-12-19 11:22:21; 51439 Ya esta registrado en la DB
2024-12-19 11:22:21; 51455 Ya esta registrado en la DB
2024-12-19 11:22:21; 51454 Ya esta registrado en la DB
2024-12-19 11:22:38; Dam 51452 aun no tiene CANAL
2024-12-19 11:22:39; 51453 Ya esta registrado en la DB
2024-12-19 11:22:39; 51448 Ya esta registrado en la DB
2024-12-19 11:22:39; 51450 Ya esta registrado en la DB
2024-12-19 11:22:39; 51087 Ya esta registrado en la DB
2024-12-19 11:22:39; 51079 Ya esta registrado en la DB
2024-12-19 11:22:39; 9005 Ya esta registrado en la DB
2024-12-19 11:22:39; 22889 Ya esta registrado en la DB
2024-12-19 11:22:39; 51297 Ya esta registrado en la DB
2024-12-19 11:22:39; 51295 Ya esta registrado en la DB
2024-12-19 11:22:39; 51294 Ya esta registrado en la DB
2024-12-19 11:22:40; 51296 Ya esta registrado en la DB
2024-12-19 11:22:40; 51090 Ya esta registrado en la DB
2024-12-19 11:22:40; 51451 Ya esta registrado en la DB
2024-12-19 11:22:47; se cerro la pagina de SUNAT con éxito
2024-12-19 11:23:22; El iturriapp no esta pidiendo cambio de contraseña
2024-12-19 11:39:33; se encontró el archivo reporte en C:/BOT-LIQUIDACION/BotUpdateCanal/Recursos/ExcelconDatos
2024-12-19 11:39:45; Se envió el correo con éxito
2024-12-19 11:39:52;  Archivo REPORTE_RCE_ENVIADOS 19-11-2024 al 19-12-2024 (1)_20241219_1139.xlsx se ha validado como completado y se
ha movido a la ruta  C:/BOT-LIQUIDACION/BotUpdateCanal/Recursos/Archivos Procesados
2024-12-19 11:39:52; Fin del robot  BotUpdateCanal
