2024-12-26 07.14.34; Inicio de Ejecución BotUpdateCanal
2024-12-26 07:15:03; El iturriapp no esta pidiendo cambio de contraseña
2024-12-26 07:15:33; Fin del robot del robot WebIturri y se descargo completo el reporte
2024-12-26 07:15:34; Procesando las Dams e ingresar a la web sunat
2024-12-26 07:16:31; Dam 23100 aun no tiene CANAL
2024-12-26 07:16:48; Dam 3329 aun no tiene CANAL
2024-12-26 07:16:49; 52259 Ya esta registrado en la DB
2024-12-26 07:16:49; 34456 Ya esta registrado en la DB
2024-12-26 07:16:49; 34459 Ya esta registrado en la DB
2024-12-26 07:16:49; 23077 Ya esta registrado en la DB
2024-12-26 07:16:49; 34676 Ya esta registrado en la DB
2024-12-26 07:16:50; 9204 Ya esta registrado en la DB
2024-12-26 07:17:06; Dam 23106 aun no tiene CANAL
2024-12-26 07:17:23; Dam 23103 aun no tiene CANAL
2024-12-26 07:17:41; Dam 23104 aun no tiene CANAL
2024-12-26 07:17:42; 22810 Ya esta registrado en la DB
2024-12-26 07:17:42; 35161 Ya esta registrado en la DB
2024-12-26 07:17:42; 9207 Ya esta registrado en la DB
2024-12-26 07:17:42; 9206 Ya esta registrado en la DB
2024-12-26 07:17:42; 35152 Ya esta registrado en la DB
2024-12-26 07:17:59; Dam 23192 aun no tiene CANAL
2024-12-26 07:18:00; 23190 Ya esta registrado en la DB
2024-12-26 07:18:00; 23271 Ya esta registrado en la DB
2024-12-26 07:18:00; 23361 Ya esta registrado en la DB
2024-12-26 07:18:00; 52845 Ya esta registrado en la DB
2024-12-26 07:18:16; Dam 53025 aun no tiene CANAL
2024-12-26 07:18:17; 53557 Ya esta registrado en la DB
2024-12-26 07:18:17; 51839 Ya esta registrado en la DB
2024-12-26 07:18:25; se cerro la pagina de SUNAT con éxito
2024-12-26 07:18:31; No se pudo encontrar datos a procesar
