2024-12-18 11.24.15; Inicio de Ejecución BotUpdateCanal
2024-12-18 11:24:44; El iturriapp no esta pidiendo cambio de contraseña
2024-12-18 11:25:14; Fin del robot del robot WebIturri y se descargo completo el reporte
2024-12-18 11:25:14; Procesando las Dams e ingresar a la web sunat
2024-12-18 11:26:15; Dam 8911 aun no tiene CANAL
2024-12-18 11:26:33; Dam 22345 aun no tiene CANAL
2024-12-18 11:26:51; Dam 50098 aun no tiene CANAL
2024-12-18 11:27:09; Dam 50097 aun no tiene CANAL
2024-12-18 11:27:26; Dam 50105 aun no tiene CANAL
2024-12-18 11:27:45; Dam 50106 aun no tiene CANAL
2024-12-18 11:28:02; Dam 50104 aun no tiene CANAL
2024-12-18 11:28:20; Dam 50101 aun no tiene CANAL
2024-12-18 11:28:38; Dam 50102 aun no tiene CANAL
2024-12-18 11:28:56; Dam 50100 aun no tiene CANAL
2024-12-18 11:29:14; Dam 50099 aun no tiene CANAL
2024-12-18 11:29:32; Dam 22472 aun no tiene CANAL
2024-12-18 11:29:50; Dam 22474 aun no tiene CANAL
2024-12-18 11:30:08; Dam 22476 aun no tiene CANAL
2024-12-18 11:30:25; Dam 22477 aun no tiene CANAL
2024-12-18 11:30:44; Dam 22457 aun no tiene CANAL
2024-12-18 11:31:02; Dam 22340 aun no tiene CANAL
2024-12-18 11:31:21; Dam 22585 aun no tiene CANAL
2024-12-18 11:31:39; Dam 8910 aun no tiene CANAL
2024-12-18 11:31:58; Dam 33257 aun no tiene CANAL
2024-12-18 11:32:16; Dam 33256 aun no tiene CANAL
2024-12-18 11:32:34; Dam 33279 aun no tiene CANAL
2024-12-18 11:32:51; Dam 22346 aun no tiene CANAL
2024-12-18 11:33:45; Dam 33407 aun no tiene CANAL
2024-12-18 11:34:39; Dam 22638 aun no tiene CANAL
2024-12-18 11:34:57; Dam 3313 aun no tiene CANAL
2024-12-18 11:35:03; Datos aun Incorrectos o los parámetros son incorrectos 22780
2024-12-18 11:36:04; 22798 Ya esta registrado en la DB
2024-12-18 11:36:21; Dam 51322 aun no tiene CANAL
2024-12-18 11:36:39; Dam 51320 aun no tiene CANAL
2024-12-18 11:36:48; se cerro la pagina de SUNAT con éxito
2024-12-18 11:37:26; El iturriapp no esta pidiendo cambio de contraseña
2024-12-18 11:42:15; se encontró el archivo reporte en C:/BOT-LIQUIDACION/BotUpdateCanal/Recursos/ExcelconDatos
2024-12-18 11:42:23; Se envió el correo con éxito
2024-12-18 11:42:30;  Archivo REPORTE_RCE_ENVIADOS 18-11-2024 al 18-12-2024_20241218_1142.xlsx se ha validado como completado y se
ha movido a la ruta  C:/BOT-LIQUIDACION/BotUpdateCanal/Recursos/Archivos Procesados
2024-12-18 11:42:30; Fin del robot  BotUpdateCanal
