2024-12-26 11.14.38; Inicio de Ejecución BotUpdateCanal
2024-12-26 11:15:06; El iturriapp no esta pidiendo cambio de contraseña
2024-12-26 11:15:36; Fin del robot del robot WebIturri y se descargo completo el reporte
2024-12-26 11:15:37; Procesando las Dams e ingresar a la web sunat
2024-12-26 11:16:36; Dam 23100 aun no tiene CANAL
2024-12-26 11:16:53; Dam 3329 aun no tiene CANAL
2024-12-26 11:16:54; 52259 Ya esta registrado en la DB
2024-12-26 11:16:54; 34456 Ya esta registrado en la DB
2024-12-26 11:16:54; 34459 Ya esta registrado en la DB
2024-12-26 11:16:55; 23077 Ya esta registrado en la DB
2024-12-26 11:16:55; 34676 Ya esta registrado en la DB
2024-12-26 11:16:55; 9204 Ya esta registrado en la DB
2024-12-26 11:17:11; Dam 23106 aun no tiene CANAL
2024-12-26 11:17:29; Dam 23103 aun no tiene CANAL
2024-12-26 11:17:46; Dam 23104 aun no tiene CANAL
2024-12-26 11:17:47; 22810 Ya esta registrado en la DB
2024-12-26 11:17:47; 35161 Ya esta registrado en la DB
2024-12-26 11:17:47; 9207 Ya esta registrado en la DB
2024-12-26 11:17:47; 9206 Ya esta registrado en la DB
2024-12-26 11:17:47; 35152 Ya esta registrado en la DB
2024-12-26 11:18:04; Dam 23192 aun no tiene CANAL
2024-12-26 11:18:05; 23190 Ya esta registrado en la DB
2024-12-26 11:18:05; 23271 Ya esta registrado en la DB
2024-12-26 11:18:05; 23361 Ya esta registrado en la DB
2024-12-26 11:18:05; 52845 Ya esta registrado en la DB
2024-12-26 11:18:21; Dam 53025 aun no tiene CANAL
2024-12-26 11:18:22; 53557 Ya esta registrado en la DB
2024-12-26 11:18:22; 51839 Ya esta registrado en la DB
2024-12-26 11:18:30; se cerro la pagina de SUNAT con éxito
2024-12-26 11:18:35; No se pudo encontrar datos a procesar
