2024-12-25 21.14.37; Inicio de Ejecución BotUpdateCanal
2024-12-25 21:15:05; El iturriapp no esta pidiendo cambio de contraseña
2024-12-25 21:15:36; Fin del robot del robot WebIturri y se descargo completo el reporte
2024-12-25 21:15:36; Procesando las Dams e ingresar a la web sunat
2024-12-25 21:16:17; 23361 Ya esta registrado en la DB
2024-12-25 21:16:34; Dam 35145 aun no tiene CANAL
2024-12-25 21:16:52; Dam 23192 aun no tiene CANAL
2024-12-25 21:17:10; Dam 23100 aun no tiene CANAL
2024-12-25 21:17:27; Dam 23104 aun no tiene CANAL
2024-12-25 21:17:45; Dam 23103 aun no tiene CANAL
2024-12-25 21:18:02; Dam 23106 aun no tiene CANAL
2024-12-25 21:18:20; Dam 34459 aun no tiene CANAL
2024-12-25 21:18:38; Dam 34456 aun no tiene CANAL
2024-12-25 21:18:56; Dam 3329 aun no tiene CANAL
2024-12-25 21:18:57; 51839 Ya esta registrado en la DB
2024-12-25 21:19:13; Dam 53025 aun no tiene CANAL
2024-12-25 21:19:22; se cerro la pagina de SUNAT con éxito
2024-12-25 21:19:28; No se pudo encontrar datos a procesar
