2024-12-26 02.14.37; Inicio de Ejecución BotUpdateCanal
2024-12-26 02:15:28; El iturriapp no esta pidiendo cambio de contraseña
2024-12-26 02:15:58; Fin del robot del robot WebIturri y se descargo completo el reporte
2024-12-26 02:15:58; Procesando las Dams e ingresar a la web sunat
2024-12-26 02:16:40; 23361 Ya esta registrado en la DB
2024-12-26 02:16:57; Dam 35145 aun no tiene CANAL
2024-12-26 02:17:14; Dam 23192 aun no tiene CANAL
2024-12-26 02:17:32; Dam 23100 aun no tiene CANAL
2024-12-26 02:17:50; Dam 23104 aun no tiene CANAL
2024-12-26 02:18:07; Dam 23103 aun no tiene CANAL
2024-12-26 02:18:25; Dam 23106 aun no tiene CANAL
2024-12-26 02:18:43; Dam 3329 aun no tiene CANAL
2024-12-26 02:19:02; Dam 53025 aun no tiene CANAL
2024-12-26 02:19:10; se cerro la pagina de SUNAT con éxito
2024-12-26 02:19:17; No se pudo encontrar datos a procesar
