2024-12-26 08.14.41; Inicio de Ejecución BotUpdateCanal
2024-12-26 08:15:10; El iturriapp no esta pidiendo cambio de contraseña
2024-12-26 08:15:40; Fin del robot del robot WebIturri y se descargo completo el reporte
2024-12-26 08:15:40; Procesando las Dams e ingresar a la web sunat
2024-12-26 08:16:38; Dam 23100 aun no tiene CANAL
2024-12-26 08:16:56; Dam 3329 aun no tiene CANAL
2024-12-26 08:16:57; 52259 Ya esta registrado en la DB
2024-12-26 08:16:57; 34456 Ya esta registrado en la DB
2024-12-26 08:16:57; 34459 Ya esta registrado en la DB
2024-12-26 08:16:58; 23077 Ya esta registrado en la DB
2024-12-26 08:16:58; 34676 Ya esta registrado en la DB
2024-12-26 08:16:58; 9204 Ya esta registrado en la DB
2024-12-26 08:17:14; Dam 23106 aun no tiene CANAL
2024-12-26 08:17:32; Dam 23103 aun no tiene CANAL
2024-12-26 08:17:49; Dam 23104 aun no tiene CANAL
2024-12-26 08:17:51; 22810 Ya esta registrado en la DB
2024-12-26 08:17:51; 35161 Ya esta registrado en la DB
2024-12-26 08:17:51; 9207 Ya esta registrado en la DB
2024-12-26 08:17:51; 9206 Ya esta registrado en la DB
2024-12-26 08:17:51; 35152 Ya esta registrado en la DB
2024-12-26 08:18:08; Dam 23192 aun no tiene CANAL
2024-12-26 08:18:09; 23190 Ya esta registrado en la DB
2024-12-26 08:18:09; 23271 Ya esta registrado en la DB
2024-12-26 08:18:09; 23361 Ya esta registrado en la DB
2024-12-26 08:18:09; 52845 Ya esta registrado en la DB
2024-12-26 08:18:26; Dam 53025 aun no tiene CANAL
2024-12-26 08:18:27; 53557 Ya esta registrado en la DB
2024-12-26 08:18:27; 51839 Ya esta registrado en la DB
2024-12-26 08:18:34; se cerro la pagina de SUNAT con éxito
2024-12-26 08:18:39; No se pudo encontrar datos a procesar
