2024-10-03 21.32.24; Inicio de Ejecución BotUpdateCanal
2024-10-03 21:32:53; El iturriapp no esta pidiendo cambio de contraseña
2024-10-03 21:33:23; Fin del robot del robot WebIturri y se descargo completo el reporte
2024-10-03 21:33:24; Procesando las Dams e ingresar a la web sunat
2024-10-03 21:34:21; Dam 13327 aun no tiene CANAL
2024-10-03 21:34:39; Dam 13245 aun no tiene CANAL
2024-10-03 21:34:56; Dam 13244 aun no tiene CANAL
2024-10-03 21:35:13; Dam 13238 aun no tiene CANAL
2024-10-03 21:35:30; Dam 104631 aun no tiene CANAL
2024-10-03 21:35:48; Dam 13090 aun no tiene CANAL
2024-10-03 21:36:05; Dam 24363 aun no tiene CANAL
2024-10-03 21:36:57; Dam 24361 aun no tiene CANAL
2024-10-03 21:37:14; Dam 24360 aun no tiene CANAL
2024-10-03 21:37:21; Datos aun Incorrectos o los parámetros son incorrectos 2656
2024-10-03 21:37:37; Dam 104646 aun no tiene CANAL
2024-10-03 21:37:55; Dam 24259 aun no tiene CANAL
2024-10-03 21:38:12; Dam 2780 aun no tiene CANAL
2024-10-03 21:38:29; Dam 104391 aun no tiene CANAL
2024-10-03 21:41:05; Dam 13173 aun no tiene CANAL
2024-10-03 21:41:22; Dam 13195 aun no tiene CANAL
2024-10-03 21:41:40; Dam 13194 aun no tiene CANAL
2024-10-03 21:41:57; Dam 13269 aun no tiene CANAL
2024-10-03 21:42:14; Dam 13267 aun no tiene CANAL
2024-10-03 21:44:50; Dam 13144 aun no tiene CANAL
2024-10-03 21:45:42; Dam 13146 aun no tiene CANAL
2024-10-03 21:47:09; Dam 2768 aun no tiene CANAL
2024-10-03 21:54:05; 98088 Ya esta registrado en la DB
2024-10-03 21:54:12; se cerro la pagina de SUNAT con éxito
2024-10-03 21:54:44; El iturriapp no esta pidiendo cambio de contraseña
2024-10-03 22:08:36; se encontró el archivo reporte en C:/BOT-LIQUIDACION/BotUpdateCanal/Recursos/ExcelconDatos
2024-10-03 22:08:45; Se envió el correo con éxito
2024-10-03 22:08:52;  Archivo REPORTE_RCE_ENVIADOS 03-09-2024 al 03-10-2024_20241003_2208.xlsx se ha validado como completado y se
ha movido a la ruta  C:/BOT-LIQUIDACION/BotUpdateCanal/Recursos/Archivos Procesados
2024-10-03 22:08:52; Fin del robot  BotUpdateCanal
