2024-12-26 20.14.36; Inicio de Ejecución BotUpdateCanal
2024-12-26 20:15:04; El iturriapp no esta pidiendo cambio de contraseña
2024-12-26 20:15:34; Fin del robot del robot WebIturri y se descargo completo el reporte
2024-12-26 20:15:34; Procesando las Dams e ingresar a la web sunat
2024-12-26 20:16:15; 23361 Ya esta registrado en la DB
2024-12-26 20:16:15; 23271 Ya esta registrado en la DB
2024-12-26 20:16:15; 35145 Ya esta registrado en la DB
2024-12-26 20:16:32; Dam 23192 aun no tiene CANAL
2024-12-26 20:16:33; 35152 Ya esta registrado en la DB
2024-12-26 20:16:33; 23100 Ya esta registrado en la DB
2024-12-26 20:16:49; Dam 23104 aun no tiene CANAL
2024-12-26 20:17:07; Dam 23103 aun no tiene CANAL
2024-12-26 20:17:08; 23106 Ya esta registrado en la DB
2024-12-26 20:17:08; 34459 Ya esta registrado en la DB
2024-12-26 20:17:08; 34456 Ya esta registrado en la DB
2024-12-26 20:17:24; Dam 3329 aun no tiene CANAL
2024-12-26 20:17:25; 51839 Ya esta registrado en la DB
2024-12-26 20:17:25; 53025 Ya esta registrado en la DB
2024-12-26 20:17:33; se cerro la pagina de SUNAT con éxito
2024-12-26 20:17:40; No se pudo encontrar datos a procesar
