2024-09-30 19.33.58; Inicio de Ejecución BotUpdateCanal
2024-09-30 19:34:29; El iturriapp no esta pidiendo cambio de contraseña
2024-09-30 19:35:00; Fin del robot del robot WebIturri y se descargo completo el reporte
2024-09-30 19:35:00; Procesando las Dams e ingresar a la web sunat
2024-09-30 19:36:00; Dam 12910 aun no tiene CANAL
2024-09-30 19:36:18; Dam 12909 aun no tiene CANAL
2024-09-30 19:36:37; Dam 12919 aun no tiene CANAL
2024-09-30 19:36:54; Dam 25970 aun no tiene CANAL
2024-09-30 19:37:12; Dam 25969 aun no tiene CANAL
2024-09-30 19:37:30; Dam 13049 aun no tiene CANAL
2024-09-30 19:37:47; Dam 13048 aun no tiene CANAL
2024-09-30 19:38:05; Dam 12921 aun no tiene CANAL
2024-09-30 19:38:23; Dam 12923 aun no tiene CANAL
2024-09-30 19:38:40; Dam 12920 aun no tiene CANAL
2024-09-30 19:38:58; Dam 12887 aun no tiene CANAL
2024-09-30 19:39:16; Dam 12888 aun no tiene CANAL
2024-09-30 19:39:33; Dam 12894 aun no tiene CANAL
2024-09-30 19:39:51; Dam 12874 aun no tiene CANAL
2024-09-30 19:40:08; Dam 13002 aun no tiene CANAL
2024-09-30 19:40:26; Dam 12999 aun no tiene CANAL
2024-09-30 19:40:44; Dam 24020 aun no tiene CANAL
2024-09-30 19:41:01; Dam 24018 aun no tiene CANAL
2024-09-30 19:41:19; Dam 24007 aun no tiene CANAL
2024-09-30 19:41:36; Dam 24006 aun no tiene CANAL
2024-09-30 19:41:54; Dam 24002 aun no tiene CANAL
2024-09-30 19:42:12; Dam 24001 aun no tiene CANAL
2024-09-30 19:42:29; Dam 24000 aun no tiene CANAL
2024-09-30 19:42:47; Dam 2763 aun no tiene CANAL
2024-09-30 19:43:04; Dam 103126 aun no tiene CANAL
2024-09-30 19:43:22; Dam 23970 aun no tiene CANAL
2024-09-30 19:43:39; Dam 23967 aun no tiene CANAL
2024-09-30 19:44:32; Dam 25769 aun no tiene CANAL
2024-09-30 19:44:50; Dam 12719 aun no tiene CANAL
2024-09-30 19:45:10; Dam 12717 aun no tiene CANAL
2024-09-30 19:45:28; Dam 12715 aun no tiene CANAL
2024-09-30 19:45:46; Dam 12718 aun no tiene CANAL
2024-09-30 19:46:04; Dam 102799 aun no tiene CANAL
2024-09-30 19:46:21; Dam 2743 aun no tiene CANAL
2024-09-30 19:46:39; Dam 12624 aun no tiene CANAL
2024-09-30 19:46:57; Dam 12619 aun no tiene CANAL
2024-09-30 19:47:14; Dam 23849 aun no tiene CANAL
2024-09-30 19:47:32; Dam 102896 aun no tiene CANAL
2024-09-30 19:47:50; Dam 102897 aun no tiene CANAL
2024-09-30 19:48:07; Dam 12566 aun no tiene CANAL
2024-09-30 19:49:35; Dam 12623 aun no tiene CANAL
2024-09-30 19:49:52; Dam 12467 aun no tiene CANAL
2024-09-30 19:50:01; se cerro la pagina de SUNAT con éxito
2024-09-30 19:50:33; El iturriapp no esta pidiendo cambio de contraseña
2024-09-30 19:52:27; se encontró el archivo reporte en C:/BOT-LIQUIDACION/BotUpdateCanal/Recursos/ExcelconDatos
2024-09-30 19:52:34; Se envió el correo con éxito
2024-09-30 19:52:40;  Archivo REPORTE_RCE_ENVIADOS 20-09-2024 al 30-09-2024_20240930_1952.xlsx se ha validado como completado y se
ha movido a la ruta  C:/BOT-LIQUIDACION/BotUpdateCanal/Recursos/Archivos Procesados
2024-09-30 19:52:41; Fin del robot  BotUpdateCanal
