2024-10-03 21.14.31; Inicio de Ejecución BotUpdateCanal
2024-10-03 21:14:59; El iturriapp no esta pidiendo cambio de contraseña
2024-10-03 21:15:30; Fin del robot del robot WebIturri y se descargo completo el reporte
2024-10-03 21:15:33; Procesando las Dams e ingresar a la web sunat
2024-10-03 21:16:30; Dam 13327 aun no tiene CANAL
2024-10-03 21:16:47; Dam 13245 aun no tiene CANAL
2024-10-03 21:17:04; Dam 13244 aun no tiene CANAL
2024-10-03 21:17:22; Dam 13238 aun no tiene CANAL
2024-10-03 21:17:39; Dam 104631 aun no tiene CANAL
2024-10-03 21:17:56; Dam 13090 aun no tiene CANAL
2024-10-03 21:18:13; Dam 24363 aun no tiene CANAL
2024-10-03 21:19:05; Dam 24361 aun no tiene CANAL
2024-10-03 21:19:22; Dam 24360 aun no tiene CANAL
2024-10-03 21:19:29; Datos aun Incorrectos o los parámetros son incorrectos 2656
2024-10-03 21:19:46; Dam 104646 aun no tiene CANAL
2024-10-03 21:20:03; Dam 24259 aun no tiene CANAL
2024-10-03 21:20:20; Dam 2780 aun no tiene CANAL
2024-10-03 21:20:38; Dam 104391 aun no tiene CANAL
2024-10-03 21:23:14; Dam 13173 aun no tiene CANAL
2024-10-03 21:23:31; Dam 13195 aun no tiene CANAL
2024-10-03 21:23:48; Dam 13194 aun no tiene CANAL
2024-10-03 21:24:05; Dam 13269 aun no tiene CANAL
2024-10-03 21:24:22; Dam 13267 aun no tiene CANAL
