2024-12-20 09.17.34; Inicio de Ejecución BotUpdateCanal
2024-12-20 09:18:06; El iturriapp no esta pidiendo cambio de contraseña
2024-12-20 09:18:36; Fin del robot del robot WebIturri y se descargo completo el reporte
2024-12-20 09:18:36; Procesando las Dams e ingresar a la web sunat
2024-12-20 09:19:34; Dam 51880 aun no tiene CANAL
2024-12-20 09:19:51; Dam 51887 aun no tiene CANAL
2024-12-20 09:20:09; Dam 51881 aun no tiene CANAL
2024-12-20 09:20:26; Dam 51892 aun no tiene CANAL
2024-12-20 09:20:32; Datos aun Incorrectos o los parámetros son incorrectos 51891
2024-12-20 09:20:49; Dam 22902 aun no tiene CANAL
2024-12-20 09:21:41; Dam 9040 aun no tiene CANAL
2024-12-20 09:21:59; Dam 9039 aun no tiene CANAL
2024-12-20 09:22:16; Dam 51890 aun no tiene CANAL
2024-12-20 09:22:33; Dam 9037 aun no tiene CANAL
2024-12-20 09:23:25; Dam 22829 aun no tiene CANAL
2024-12-20 09:23:26; 33388 Ya esta registrado en la DB
2024-12-20 09:23:43; Dam 33265 aun no tiene CANAL
2024-12-20 09:24:24; Datos aun Incorrectos o los parámetros son incorrectos 3716
2024-12-20 09:25:16; Dam 22723 aun no tiene CANAL
2024-12-20 09:26:08; Dam 22949 aun no tiene CANAL
2024-12-20 09:26:25; Dam 22905 aun no tiene CANAL
2024-12-20 09:26:43; Dam 22900 aun no tiene CANAL
2024-12-20 09:27:00; Dam 22937 aun no tiene CANAL
2024-12-20 09:28:27; Dam 22904 aun no tiene CANAL
2024-12-20 09:28:45; Dam 584 aun no tiene CANAL
2024-12-20 09:29:38; Dam 33919 aun no tiene CANAL
2024-12-20 09:29:56; Dam 583 aun no tiene CANAL
2024-12-20 09:30:02; Datos aun Incorrectos o los parámetros son incorrectos 22842
2024-12-20 09:30:19; Dam 22841 aun no tiene CANAL
2024-12-20 09:31:30; 51501 Ya esta registrado en la DB
2024-12-20 09:39:50; Dam 22975 aun no tiene CANAL
2024-12-20 09:47:08; Dam 52090 aun no tiene CANAL
2024-12-20 09:53:48; Dam 22935 aun no tiene CANAL
2024-12-20 09:55:46; Dam 22931 aun no tiene CANAL
2024-12-20 10:14:15; sesión caducada se quedo en MBM230094640 - 082 - SALAVERRY - 22932
2024-12-20 10:14:18; se cerro la pagina de SUNAT con éxito
2024-12-20 10:14:56; El iturriapp no esta pidiendo cambio de contraseña
2024-12-20 11:32:32; se encontró el archivo reporte en C:/BOT-LIQUIDACION/BotUpdateCanal/Recursos/ExcelconDatos
2024-12-20 11:32:42; Se envió el correo con éxito
