2024-12-25 09.14.43; Inicio de Ejecución BotUpdateCanal
2024-12-25 09:15:12; El iturriapp no esta pidiendo cambio de contraseña
2024-12-25 09:15:42; Fin del robot del robot WebIturri y se descargo completo el reporte
2024-12-25 09:15:43; Procesando las Dams e ingresar a la web sunat
2024-12-25 09:16:40; Dam 23100 aun no tiene CANAL
2024-12-25 09:16:58; Dam 3329 aun no tiene CANAL
2024-12-25 09:18:12; Dam 34456 aun no tiene CANAL
2024-12-25 09:18:30; Dam 34459 aun no tiene CANAL
2024-12-25 09:19:28; 9204 Ya esta registrado en la DB
2024-12-25 09:19:45; Dam 23106 aun no tiene CANAL
2024-12-25 09:20:02; Dam 23103 aun no tiene CANAL
2024-12-25 09:20:20; Dam 23104 aun no tiene CANAL
2024-12-25 09:20:37; Dam 52845 aun no tiene CANAL
2024-12-25 09:20:55; Dam 22810 aun no tiene CANAL
2024-12-25 09:20:56; 9207 Ya esta registrado en la DB
2024-12-25 09:20:56; 9206 Ya esta registrado en la DB
2024-12-25 09:21:12; Dam 35152 aun no tiene CANAL
2024-12-25 09:21:30; Dam 23192 aun no tiene CANAL
2024-12-25 09:21:48; Dam 23190 aun no tiene CANAL
2024-12-25 09:22:05; Dam 23271 aun no tiene CANAL
2024-12-25 09:22:06; 23361 Ya esta registrado en la DB
2024-12-25 09:23:19; Dam 53025 aun no tiene CANAL
2024-12-25 09:23:37; Dam 53557 aun no tiene CANAL
2024-12-25 09:23:38; 51839 Ya esta registrado en la DB
2024-12-25 09:23:45; se cerro la pagina de SUNAT con éxito
2024-12-25 09:24:21; El iturriapp no esta pidiendo cambio de contraseña
2024-12-25 09:28:20; se encontró el archivo reporte en C:/BOT-LIQUIDACION/BotUpdateCanal/Recursos/ExcelconDatos
2024-12-25 09:28:28; Se envió el correo con éxito
2024-12-25 09:28:33;  Archivo REPORTE_RCE_ENVIADOS 25-11-2024 al 25-12-2024 (1)_20241225_0928.xlsx se ha validado como completado y se
ha movido a la ruta  C:/BOT-LIQUIDACION/BotUpdateCanal/Recursos/Archivos Procesados
2024-12-25 09:28:33; Fin del robot  BotUpdateCanal
